category,amt,gender,city,state,city_pop,job,is_fraud,hour,age,is_night_transaction,transaction_speed,distance_to_merchant
entertainment,171.79,F,Mulberry Grove,IL,1810,Race relations officer,0,18,45,0,350123.0,92.68690277661108
shopping_pos,845.57,F,Eldridge,AL,1186,Politician's assistant,1,1,33,1,-12589891.0,90.06623555918968
misc_net,851.99,M,Premier,WV,337,Advice worker,1,23,33,1,3450211.0,84.73309923060779
personal_care,65.26,F,Arcadia,SC,530,Animal technologist,0,15,31,0,8608893.0,60.57675236641015
shopping_net,980.76,F,Cromona,KY,502,Chief Financial Officer,1,22,60,1,-25116858.0,94.56328366551011
shopping_pos,853.04,M,Big Creek,KY,467,"Psychologist, forensic",1,23,36,1,17023413.0,89.31836756922318
shopping_pos,923.4,F,New Memphis,IL,254,Magazine journalist,1,14,68,0,-29581566.0,97.86763295058552
food_dining,169.51,F,Bynum,TX,522,Commercial/residential surveyor,0,19,74,0,32075413.0,93.40092804098306
food_dining,116.96,F,Bauxite,AR,4074,"Scientist, audiological",1,9,44,0,-14640323.0,80.85175398558818
grocery_pos,147.05,M,Halma,MN,140,"Embryologist, clinical",0,6,78,1,-5021028.0,42.87662418651994
shopping_pos,132.45,F,Edisto Island,SC,2408,"Sales professional, IT",0,20,22,0,15776819.0,110.83152571090211
personal_care,82.01,F,Bauxite,AR,4074,"Scientist, audiological",0,16,44,0,-5631838.0,49.639198387500805
grocery_pos,198.22,F,Sherman,TX,46563,Systems developer,0,11,49,0,-20150555.0,96.66070528250475
kids_pets,85.17,F,Jordanville,NY,824,Travel agency manager,0,23,34,1,-2030051.0,67.48423256392823
shopping_pos,968.48,M,Sacramento,CA,757530,Soil scientist,1,22,53,1,35852062.0,33.159839662140925
shopping_net,896.32,M,Graniteville,VT,970,Agricultural consultant,1,14,26,0,-1669115.0,83.23410063758476
health_fitness,6.87,F,Newhall,CA,34882,Health physicist,0,16,49,0,-16148187.0,79.29447210788675
misc_pos,27.73,M,Andrews,NC,5354,Retail buyer,0,2,55,1,-7739797.0,119.12276553347971
kids_pets,39.37,F,Cottekill,NY,722,Comptroller,0,16,29,0,29597042.0,75.23699239238412
shopping_pos,8.06,F,Metairie,LA,137067,Advertising account planner,0,3,68,1,-30717776.0,54.98869471918951
health_fitness,56.01,F,Birmingham,IA,888,Camera operator,0,22,32,1,15446527.0,94.88551326597656
gas_transport,97.39,M,Milner,GA,4138,Field seismologist,0,9,51,0,-22076522.0,74.29698389859969
grocery_pos,269.76,F,Coulee Dam,WA,1439,"Pilot, airline",1,2,20,1,1095947.0,95.38134795865176
misc_pos,3.13,F,Marietta,SC,5648,Museum/gallery exhibitions officer,0,10,85,0,4783149.0,22.01488914389496
misc_pos,28.75,M,Acworth,NH,477,Naval architect,0,7,32,0,-7876206.0,55.623161812522014
shopping_net,880.19,M,Port Costa,CA,198,Armed forces training and education officer,1,13,61,0,-754787.0,74.63610435989722
misc_net,857.18,F,Yellowstone National Park,WY,369,Materials engineer,1,22,78,1,20769172.0,114.04770655956844
grocery_pos,386.1,F,Irvine,PA,528,Chief Marketing Officer,1,5,47,1,20070011.0,76.76241533685501
grocery_pos,119.03,M,Utica,PA,1102,Garment/textile technologist,0,10,30,0,-20976904.0,118.13587242781388
personal_care,85.7,F,Keisterville,PA,184,Systems developer,0,19,74,0,-12926900.0,94.92919482921174
shopping_net,1014.54,M,Oxford,MI,24840,Agricultural consultant,1,23,60,1,-8541347.0,107.40683033938795
personal_care,29.39,F,Walnut Ridge,AR,7155,"Engineer, control and instrumentation",0,18,43,0,24694438.0,107.50527887405934
shopping_net,908.11,M,Heidelberg,MS,4573,"Exhibitions officer, museum/gallery",1,23,32,1,14359308.0,47.33143911455975
shopping_pos,1015.8,F,Manor,PA,1472,Public affairs consultant,1,15,79,0,-40463396.0,25.743259350239892
grocery_pos,92.91,M,Emporium,PA,4533,Public affairs consultant,0,1,50,1,12735159.0,109.6663551785396
shopping_pos,1.93,F,Hampton,VA,136895,Accounting technician,0,7,80,0,26201468.0,86.40096239362381
grocery_pos,352.89,F,Plainfield,NJ,71485,Leisure centre manager,1,2,45,1,-4857885.0,96.09185968295647
travel,10.89,F,O Brien,TX,178,Warden/ranger,1,22,37,1,-27489170.0,59.21472466707982
misc_net,727.3,M,Morrisdale,PA,3688,Advice worker,0,6,47,1,-6797033.0,124.18681412036997
gas_transport,8.01,M,Rockwood,PA,3684,General practice doctor,1,9,44,0,24635588.0,65.67960587074876
gas_transport,60.31,F,Florence,MS,19685,Fine artist,0,4,35,1,1018859.0,101.6528652014425
shopping_net,1003.47,F,Esbon,KS,242,Tourism officer,1,0,32,1,19513625.0,121.05371814057875
misc_pos,133.39,F,Coleman,TX,5908,Radio producer,0,4,58,1,-20461956.0,62.22072697796406
misc_pos,19.07,F,Viola,AR,1679,Psychiatric nurse,0,12,34,0,-4035264.0,99.44803444794354
shopping_pos,3.94,F,Spencer,SD,343,"Development worker, international aid",0,14,48,0,16165013.0,73.74866617833919
health_fitness,25.26,F,Jordanville,NY,824,Travel agency manager,1,22,34,1,-11635070.0,36.36045151302122
home,48.52,F,Walnut Ridge,AR,7155,"Engineer, control and instrumentation",0,17,43,0,761198.0,81.37852464710222
shopping_net,856.76,F,Moscow,IA,533,Chief Technology Officer,1,0,30,1,10565159.0,85.38368131810407
misc_net,790.45,F,Waynesfield,OH,2089,Building control surveyor,1,22,57,1,-12793666.0,63.692480559697884
personal_care,14.35,M,Cecilton,MD,663,Podiatrist,0,22,51,1,6479157.0,59.52468097619909
home,38.02,M,Muskegon,MI,128715,Historic buildings inspector/conservation officer,0,16,25,0,-18511384.0,65.01938490783297
health_fitness,9.77,F,North Washington,PA,139,Patent attorney,0,23,66,1,3913801.0,58.00871056750489
gas_transport,10.87,F,Edisto Island,SC,2408,"Sales professional, IT",1,0,22,1,-14168337.0,54.6375763167431
kids_pets,18.53,F,Moro,IL,2401,"Buyer, industrial",1,23,48,1,44665400.0,100.561622843832
health_fitness,22.56,F,Lagrange,WY,635,Product/process development scientist,1,18,46,0,-28009026.0,68.15956697875863
personal_care,7.04,F,Manistique,MI,6469,Trade mark attorney,0,20,41,0,-2846108.0,106.03921756165082
entertainment,1.51,M,Indian Wells,CA,4677,Learning mentor,0,4,65,1,14372718.0,75.21526276775666
misc_net,840.71,M,Kenner,LA,68211,"Engineer, petroleum",1,23,79,1,-15225101.0,80.95121490392954
shopping_net,937.57,F,Manquin,VA,976,"Engineer, automotive",1,22,21,1,-13742702.0,67.50899186845437
shopping_net,1054.68,M,Edinburg,VA,6018,"Designer, multimedia",1,23,72,1,21863544.0,48.66556312936163
misc_pos,47.68,F,Plymouth,CT,2376,Herpetologist,0,17,47,0,17258415.0,91.24798162504183
grocery_pos,284.66,M,Dallas,TX,1263321,Drilling engineer,1,2,61,1,-5582330.0,92.06016287433106
misc_net,691.48,M,Kingsville,MD,5451,Science writer,1,22,58,1,-9432126.0,40.484408644913294
grocery_pos,29.19,M,Cochranton,PA,5507,Retail merchandiser,0,9,46,0,-2724548.0,87.95529863333057
misc_pos,616.98,F,Eldridge,AL,1186,Politician's assistant,1,1,33,1,6624775.0,97.0189770792008
misc_net,385.98,F,Fulton,SD,355,Financial adviser,0,9,65,0,-7490402.0,78.24603468940667
kids_pets,47.27,M,West Green,GA,782,Audiological scientist,0,15,38,0,15316722.0,84.62312833790874
entertainment,168.0,F,North Wilkesboro,NC,21134,Dispensing optician,0,21,36,0,-5079020.0,101.12884502458877
shopping_net,1011.34,F,Hopkins,SC,13717,Chiropodist,1,14,70,0,2829048.0,120.97799535718315
kids_pets,17.33,M,Bowdoin,ME,3224,"Engineer, electronics",1,22,22,1,-22263871.0,102.08132448581371
health_fitness,5.49,F,O Brien,TX,178,Warden/ranger,0,13,37,0,-12041707.0,122.81637362025363
grocery_pos,367.28,F,American Fork,UT,42384,Futures trader,1,8,27,0,18470795.0,118.22471540937161
misc_pos,7.77,M,Dallas,TX,1263321,Drilling engineer,1,18,61,0,15847252.0,25.82704680001961
grocery_pos,105.85,M,San Antonio,TX,1595797,Exhibition designer,0,6,44,1,-19742572.0,79.75866468770661
grocery_net,49.79,F,Wilmington,NC,186140,English as a second language teacher,0,0,37,1,26416119.0,12.80727757136258
home,275.71,F,Orangeburg,NY,5950,Records manager,1,22,49,1,-39317111.0,45.68531082883521
home,41.08,F,Gadsden,AL,67082,Physiological scientist,0,21,57,0,6647337.0,97.8889788542186
kids_pets,25.27,F,Mobile,AL,270712,"Surveyor, land/geomatics",1,22,48,1,-7252737.0,99.42910893848223
grocery_pos,312.48,M,Greenport,NY,4299,Broadcast presenter,1,3,51,1,2350863.0,87.5563223618924
gas_transport,54.15,M,Morrisdale,PA,3688,Advice worker,0,11,47,0,8151202.0,79.98650435309763
home,128.1,M,Murrayville,IL,1512,Commercial/residential surveyor,0,12,17,0,27649952.0,108.32390203554058
grocery_pos,93.39,M,Shippingport,PA,198,Secretary/administrator,0,1,41,1,-25527826.0,80.00058974323989
home,35.59,M,Port Costa,CA,198,Armed forces training and education officer,0,20,61,0,2833732.0,34.97393179416949
grocery_pos,347.3,F,Lithopolis,OH,460,"Lecturer, higher education",1,3,16,1,13332197.0,97.31839079589092
shopping_net,970.02,M,Gaines,MI,3764,Veterinary surgeon,1,14,53,0,-25277178.0,41.764960610222836
home,6.76,F,Winger,MN,516,Applications developer,0,23,54,1,25087852.0,66.83112283021957
shopping_pos,983.93,F,Ehrhardt,SC,1352,"Engineer, materials",1,23,27,1,-14080803.0,70.6873442323091
misc_net,6.89,M,Glendale,CA,172817,Advertising account planner,0,8,37,0,-6534385.0,56.93481631425963
shopping_pos,884.75,M,Angwin,CA,3661,Human resources officer,1,23,50,1,33748917.0,104.45842798690137
grocery_pos,311.83,M,Mc Veytown,PA,4653,Nutritional therapist,1,3,22,1,-41457601.0,87.63829387367477
gas_transport,10.44,F,Hubbell,NE,121,Set designer,1,0,24,1,3360370.0,135.93109685447268
health_fitness,5.62,F,Stanchfield,MN,2607,"Lecturer, further education",0,15,24,0,25366018.0,115.78548830225034
misc_net,4.08,F,Mendon,UT,2078,"Scientist, audiological",0,9,57,0,-12808951.0,43.98741022471396
grocery_pos,84.64,M,Sachse,TX,20328,Site engineer,0,9,35,0,12357741.0,44.03363428992057
shopping_net,118.37,M,Premier,WV,337,Advice worker,0,10,33,0,-689697.0,100.0112144126813
gas_transport,27.29,M,Holliday,TX,2317,Chief Technology Officer,0,3,55,1,-9614362.0,108.78158164520089
shopping_pos,78.72,F,Central,IN,350,Counsellor,0,10,65,0,6763004.0,73.62808162947101
grocery_pos,323.67,M,Armonk,NY,7987,Television/film/video producer,1,10,56,0,-862690.0,72.41310570171605
shopping_net,954.71,F,Morven,NC,2801,Regulatory affairs officer,1,23,59,1,-8591807.0,78.68306248806125
misc_net,700.91,M,Marshall,WI,6063,Risk analyst,1,23,60,1,16847430.0,77.65225605984324
gas_transport,60.13,F,Higganum,CT,5438,"Librarian, academic",0,10,55,0,-17933674.0,66.75683705801444
grocery_pos,368.45,F,Burlington,WA,14871,Public house manager,1,0,46,1,30378353.0,91.96529104764507
gas_transport,87.23,M,Dieterich,IL,2092,"Psychologist, clinical",0,11,58,0,-14562211.0,76.23938166772463
health_fitness,142.19,F,Baton Rouge,LA,378909,"Designer, furniture",0,15,43,0,-9230114.0,84.41984218479331
entertainment,5.99,F,Cowlesville,NY,1166,Colour technologist,0,21,37,0,-21753068.0,50.990888021652395
grocery_pos,76.87,M,Kensington,MD,19054,Operations geologist,0,11,43,0,30379315.0,98.2619063517669
shopping_net,996.11,F,Hubbell,NE,121,Set designer,1,23,24,1,-25964375.0,98.33739221440565
grocery_net,11.72,M,Romulus,MI,31515,Police officer,1,2,48,1,31891015.0,104.0265278069595
shopping_net,1001.79,M,Harrodsburg,IN,76,Social researcher,1,23,65,1,-13486797.0,75.72069872509574
home,20.1,F,Daniels,WV,3994,"Biochemist, clinical",0,14,83,0,22603352.0,113.21452234434113
gas_transport,8.84,M,Pointe Aux Pins,MI,95,Electrical engineer,1,0,26,1,-33486468.0,36.180468690281906
shopping_pos,153.44,F,Rosewood,OH,133,Professor Emeritus,0,6,66,1,32422936.0,94.71226905763969
misc_pos,784.09,F,Hills,MN,899,Data scientist,1,0,25,1,-2787290.0,63.21648088118684
shopping_pos,972.51,F,Washington,DC,601723,Prison officer,1,0,34,1,-39399873.0,86.0192233014485
shopping_net,1060.34,F,Mobile,AL,270712,"Surveyor, land/geomatics",1,1,48,1,-1550963.0,113.5499227164187
misc_net,760.83,M,Fayetteville,NC,238602,"Scientist, research (maths)",1,9,27,0,202004.0,69.15590383516074
home,74.85,M,Zaleski,OH,341,Accounting technician,0,19,41,0,40903440.0,65.73805149755967
shopping_net,947.84,M,Schaefferstown,PA,823,Gaffer,1,22,37,1,-22712099.0,98.6119029154617
home,36.68,F,Manor,PA,1472,Public affairs consultant,0,12,79,0,-12563442.0,22.369129384243493
kids_pets,14.79,F,Coleharbor,ND,307,Make,0,22,89,1,119677.0,64.60207093379742
gas_transport,12.89,M,Washoe Valley,NV,4290,Animal nutritionist,1,0,30,1,14005193.0,30.917460212532344
shopping_net,962.04,M,Shippingport,PA,198,Secretary/administrator,1,23,41,1,-5531535.0,59.60548460588291
shopping_pos,924.87,M,Sontag,MS,1196,"Librarian, academic",1,22,62,1,-2857590.0,118.92840308720811
gas_transport,76.04,M,Haines City,FL,33804,Exercise physiologist,0,1,29,1,24205123.0,98.74092293148057
misc_pos,95.32,F,Issaquah,WA,50489,Osteopath,0,2,36,1,7950822.0,18.25808933799444
shopping_pos,867.76,F,Milford,OH,31394,Hospital doctor,1,23,23,1,-42951492.0,86.3311506433948
shopping_net,4.31,F,Issaquah,WA,50489,Osteopath,0,22,36,1,29892505.0,57.922345293436706
misc_pos,49.02,F,Centerview,MO,2368,Electronics engineer,0,16,30,0,-2355929.0,117.31933523666376
grocery_pos,163.97,F,Altonah,UT,302,"Sales professional, IT",0,9,30,0,11120530.0,41.011290517049375
misc_pos,7.53,F,Topeka,KS,163415,Secondary school teacher,0,20,15,0,-9032671.0,110.82202302521546
travel,5.36,M,Thornville,OH,9051,Audiological scientist,0,20,37,0,-26698911.0,31.919446278079388
shopping_pos,1.31,M,Boonton,NJ,15269,"Psychologist, sport and exercise",0,22,26,1,6400682.0,56.770378404891495
shopping_pos,949.27,F,Old Hickory,TN,22191,Prison officer,1,7,25,0,11872565.0,88.28730003684808
shopping_pos,887.65,M,Seneca,WI,153,Quantity surveyor,1,22,58,1,21135297.0,77.82842425044907
shopping_pos,97.08,F,Meridian,ID,84106,Intelligence analyst,0,13,49,0,-15412950.0,81.21516469452372
grocery_pos,296.31,M,Spring,TX,316665,"Education officer, museum",1,2,29,1,7304736.0,64.8278630083867
shopping_pos,2.22,M,Belfast,NY,1766,Mechanical engineer,0,3,58,1,3890565.0,108.44594202666855
home,30.87,M,Emmons,MN,744,Communications engineer,0,20,52,0,-25081446.0,18.857981235932634
home,66.66,F,Clarks Mills,PA,606,Energy manager,0,20,22,0,14860392.0,87.04900290619484
misc_net,701.88,F,Downsville,NY,1228,"Psychotherapist, child",1,4,30,1,-28999779.0,69.46363979279688
shopping_net,879.81,F,Amanda,OH,4512,Farm manager,1,2,27,1,10274535.0,86.05457273720327
misc_pos,9.21,F,Brandon,FL,79613,Environmental consultant,1,0,41,1,10965907.0,24.433093578884765
grocery_net,68.35,F,Thomas,WV,836,Forensic psychologist,0,3,38,1,12452035.0,49.83180209783404
gas_transport,70.55,M,Cleveland,AL,3996,Aid worker,0,3,43,1,6048886.0,82.7122690691077
grocery_pos,113.29,M,Camden,MO,464,Colour technologist,0,6,61,1,-24702503.0,55.59054595486805
grocery_pos,295.16,F,Coulee Dam,WA,1439,"Pilot, airline",1,1,20,1,-8568959.0,56.70374204236994
gas_transport,42.8,F,Nobleboro,ME,1643,Financial trader,0,2,44,1,37932320.0,80.81491935101499
home,259.24,F,Thomas,WV,836,Forensic psychologist,1,22,38,1,763129.0,88.61102883074608
grocery_pos,283.6,M,Winfield,WV,5512,Exhibition designer,1,1,40,1,-10356046.0,86.97601571906904
grocery_pos,315.03,M,Cecilton,MD,663,Podiatrist,1,3,51,1,-25742004.0,28.30919164291134
shopping_net,1.55,M,Moulton,IA,1132,Probation officer,0,2,59,1,22116788.0,20.159489359211364
home,5.55,M,Tryon,OK,1165,"Psychotherapist, child",0,18,75,0,-13249914.0,88.55927593890414
entertainment,48.52,M,Lakeland,FL,237282,Plant breeder/geneticist,0,3,70,1,6771331.0,111.61095893709957
food_dining,48.95,F,Moravian Falls,NC,3495,"Psychologist, counselling",0,19,32,0,15696418.0,117.96066823562072
shopping_net,427.48,F,Newhall,CA,34882,Health physicist,0,19,49,0,-39915203.0,89.73647274329822
shopping_net,4.79,F,Wheaton,MO,760,Production manager,0,15,34,0,40939306.0,75.76580108715267
kids_pets,77.14,M,Hudson,NY,17867,Travel agency manager,0,14,21,0,-13136703.0,99.95845828767752
shopping_net,1088.26,M,West Decatur,PA,1762,Armed forces logistics/support/administrative officer,1,22,58,1,7717053.0,61.943039144962675
home,265.88,F,New Ellenton,SC,2206,Biomedical scientist,1,22,33,1,-17365033.0,91.5802497758332
grocery_pos,276.94,M,Arvada,CO,122111,Hotel manager,1,2,33,1,1566918.0,59.26940167921453
gas_transport,61.57,M,Mc Veytown,PA,4653,Nutritional therapist,0,11,22,0,-14828368.0,87.58994413043077
food_dining,61.29,M,Acworth,NH,477,Naval architect,0,19,32,0,16013811.0,29.960952630339673
personal_care,74.99,F,Stirling,NJ,2307,Science writer,0,21,50,0,8905505.0,88.48806379510825
misc_pos,6.58,M,Mineral,VA,9141,Personnel officer,1,22,82,1,-9154933.0,87.46021066326816
home,66.74,M,Leo,IN,5341,Biomedical engineer,0,17,25,0,7414832.0,96.2419958503623
misc_net,739.44,F,Saint Paul,MN,753116,Fisheries officer,1,1,48,1,5902780.0,74.16764923036314
food_dining,117.39,F,Joliet,IL,128354,"Teacher, secondary school",1,1,28,1,-4491388.0,111.0550202077029
misc_net,796.29,M,Cass,WV,365,Special effects artist,1,23,50,1,-25496060.0,70.26766499876807
home,37.9,M,Clarinda,IA,7297,IT trainer,0,16,29,0,1702684.0,76.70987987155456
shopping_net,1003.92,F,Cleveland,TX,34153,Building surveyor,1,19,24,0,16598871.0,58.37747703103243
grocery_pos,345.91,M,Sardis,AL,800,Learning disability nurse,1,3,87,1,-14659843.0,126.74811649287177
food_dining,115.51,F,Nokomis,IL,3458,Building surveyor,1,0,34,1,24875228.0,65.13168649717751
grocery_pos,391.79,F,Creola,OH,321,"Copywriter, advertising",1,1,41,1,-20300720.0,31.210685794711445
shopping_pos,1050.27,M,Roland,AR,2623,Homeopath,1,21,53,0,17523179.0,64.941567454876
grocery_pos,323.46,M,Omaha,NE,518429,"Surveyor, land/geomatics",1,3,24,1,-7494978.0,34.97911641926874
shopping_net,981.17,F,Indianapolis,IN,910148,Firefighter,1,2,44,1,7773245.0,25.14588041050175
grocery_net,50.83,M,Pueblo,CO,151815,Further education lecturer,0,8,32,0,-21837472.0,82.27111188428232
entertainment,63.01,M,Lima,OH,86954,"Copywriter, advertising",0,23,27,1,28218140.0,60.236674521293814
entertainment,42.48,M,Great Mills,MD,5927,Art therapist,0,18,47,0,-7706260.0,82.12944508360361
grocery_pos,218.28,F,Ronceverte,WV,4575,Statistician,0,2,28,1,8408985.0,47.662155497968726
grocery_pos,293.71,M,Espanola,NM,18408,Historic buildings inspector/conservation officer,1,0,47,1,4226476.0,41.41210782470895
health_fitness,24.78,F,Nobleboro,ME,1643,Financial trader,1,23,44,1,-41561976.0,112.2760261642118
grocery_pos,298.73,M,Rock Glen,PA,143,Health and safety adviser,1,1,38,1,18412043.0,118.81396242850971
shopping_pos,942.36,F,Metairie,LA,137067,Advertising account planner,1,23,68,1,24617024.0,86.8131356680287
gas_transport,21.31,M,Amorita,OK,83,Barrister's clerk,1,0,61,1,-37579965.0,67.69332353790884
food_dining,19.84,M,Muskegon,MI,128715,Historic buildings inspector/conservation officer,0,19,25,0,20630129.0,116.81146361574396
grocery_pos,384.91,F,Clifton,SC,167,Museum/gallery conservator,1,1,31,1,10217908.0,78.11353337885323
home,116.48,F,Clarksville,TN,151785,Pathologist,0,18,46,0,-3483153.0,103.17566216068883
gas_transport,21.49,M,Mallie,KY,798,Facilities manager,1,0,94,1,4428118.0,49.98769437914324
grocery_pos,210.95,F,Philadelphia,PA,1526206,Structural engineer,0,10,35,0,-23119237.0,58.716678646116236
grocery_pos,284.58,F,West Frankfort,IL,12626,Trading standards officer,1,0,24,1,-11441991.0,64.11501151151904
misc_net,835.69,M,Fairview,NJ,13835,"Programmer, multimedia",1,22,53,1,41209046.0,30.430912029057964
misc_net,6.84,F,Monitor,WA,584,Medical technical officer,0,7,51,0,-15262835.0,101.58122931380669
travel,534.22,M,Collettsville,NC,885,Soil scientist,0,22,31,1,-15582974.0,55.66981033181583
shopping_net,1079.81,M,Pueblo,CO,151815,Further education lecturer,1,23,32,1,-2414596.0,65.73146356426918
food_dining,79.84,F,Ronceverte,WV,4575,Statistician,0,19,28,0,19769033.0,57.69958658170366
grocery_pos,299.33,M,Hazel,KY,1480,"Designer, interior/spatial",1,1,45,1,-1273974.0,63.813410347026114
grocery_pos,293.85,M,Sauk Rapids,MN,16163,Hydrographic surveyor,1,1,33,1,-11490584.0,107.9865269576719
grocery_pos,293.52,F,Milford,OH,31394,Hospital doctor,1,7,23,0,-16739356.0,60.99289798568815
grocery_pos,382.41,F,Brandon,FL,79613,Environmental consultant,1,8,41,0,20048356.0,55.30568558179248
misc_net,34.15,F,Cressona,PA,1606,Ecologist,0,7,54,0,21421197.0,106.71936105732671
misc_pos,49.14,M,Prairie Creek,IN,137,Materials engineer,1,23,53,1,-5125275.0,67.26428882148171
travel,3.81,F,Lebanon,VA,9521,"Teacher, English as a foreign language",0,12,42,0,-7641158.0,80.06104190375525
shopping_pos,744.32,F,Old Hickory,TN,22191,Prison officer,1,3,25,1,-7552380.0,67.70486756445536
grocery_pos,106.63,M,Zaleski,OH,341,Accounting technician,0,1,41,1,-6055072.0,37.99914323316343
entertainment,22.55,F,Bonfield,IL,1617,Medical secretary,0,16,30,0,20447112.0,79.63133133827749
kids_pets,83.34,M,Orient,NY,743,Video editor,0,21,51,0,-29530560.0,18.4982075707006
travel,6.56,F,Smiths Grove,KY,6841,"Therapist, sports",0,14,21,0,7146320.0,57.613707618638145
entertainment,473.53,F,Tyler,TX,144160,Sports development officer,1,1,36,1,-307277.0,55.42806736745581
misc_pos,91.98,M,Mesa,ID,129,Cartographer,0,8,54,0,12638478.0,78.92291171130181
kids_pets,137.62,M,Quanah,TX,3202,"Librarian, public",0,15,22,0,10999572.0,35.80101093634847
kids_pets,96.91,F,Whaleyville,MD,718,Regulatory affairs officer,0,18,35,0,-31698536.0,48.324022711924165
travel,1.51,M,Marion,CT,370,Health service manager,1,22,58,1,18503779.0,77.14256513624561
grocery_pos,290.65,M,Meadville,MO,964,Tourist information centre manager,1,0,45,1,-21851612.0,88.0914680751798
grocery_pos,320.52,M,Norwalk,CA,105549,Firefighter,1,2,46,1,37244898.0,106.23259991270407
grocery_pos,135.22,F,Cottekill,NY,722,Comptroller,0,11,29,0,376546.0,72.82750729734998
travel,5.74,F,Eugene,OR,191096,"Scientist, physiological",0,14,56,0,-13551903.0,31.603667423840324
shopping_net,1136.81,F,Stanchfield,MN,2607,"Lecturer, further education",1,16,24,0,5017807.0,47.7585342125858
grocery_pos,310.76,F,Washington Court House,OH,22305,Television floor manager,1,2,81,1,-30116890.0,135.0596305452122
home,83.2,M,New Boston,IL,1504,Manufacturing engineer,0,23,26,1,27808934.0,96.05985044575905
food_dining,74.75,F,Rhame,ND,475,Illustrator,0,16,64,0,-12640323.0,49.35460474192713
food_dining,17.67,F,Roosevelt,OK,551,Amenity horticulturist,0,19,49,0,25585652.0,10.716857929335491
grocery_pos,326.43,F,Sunflower,MS,1686,"Education officer, community",1,0,33,1,-19595684.0,85.60618461285873
home,21.53,F,Tupper Lake,NY,6120,Chartered loss adjuster,0,17,43,0,10344155.0,92.44381800400079
shopping_net,1.11,F,Independence,MO,123373,"Engineer, production",0,15,27,0,7424438.0,46.4368640785863
kids_pets,18.6,F,Lowville,NY,8830,Theme park manager,1,14,29,0,-15730447.0,61.411177541976976
misc_pos,12.75,M,Canton,OH,192805,Building control surveyor,0,6,57,1,9391621.0,87.66730251971988
grocery_pos,115.42,M,Lamberton,MN,1507,Land/geomatics surveyor,0,10,26,0,-21588269.0,36.41255064058242
grocery_pos,318.74,M,Curlew,IA,223,Estate manager/land agent,1,1,81,1,28568137.0,100.92517572621517
shopping_net,141.49,F,North Prairie,WI,2328,Applications developer,0,6,78,1,-1972150.0,42.07574950030052
misc_net,866.65,M,Chester Heights,PA,348,Management consultant,1,23,75,1,-15058048.0,71.4655044580682
gas_transport,48.9,M,Tekoa,WA,895,Clothing/textile technologist,0,8,21,0,-18282736.0,69.75028061347395
grocery_pos,308.5,F,Mc Cracken,KS,320,Film/video editor,1,10,59,0,39664115.0,67.63472117996984
shopping_net,928.19,M,Beasley,TX,2457,Trading standards officer,1,22,39,1,-38059351.0,117.70020460027676
gas_transport,86.35,F,Vanderbilt,PA,2303,Physiotherapist,0,5,32,1,24389870.0,27.852560813238398
grocery_pos,278.4,M,Lonetree,WY,49,Research scientist (physical sciences),1,1,38,1,-26020845.0,79.33781247149513
misc_pos,4.61,F,Philadelphia,PA,1526206,Structural engineer,0,8,35,0,38819407.0,90.35683094444016
misc_pos,3.96,M,Lohrville,IA,695,Administrator,0,6,65,1,-44935074.0,129.8104545842889
gas_transport,7.55,F,Laguna Hills,CA,45303,Sales executive,1,2,50,1,32210994.0,71.55427414607024
misc_pos,34.33,M,Schaefferstown,PA,823,Gaffer,0,1,37,1,7861059.0,71.04474930065722
shopping_net,896.28,M,Heiskell,TN,4729,"Geologist, wellsite",1,22,38,1,-39235777.0,72.3125671079407
grocery_pos,302.59,F,Blairsden-Graeagle,CA,1725,Chartered legal executive (England and Wales),1,3,53,1,9173863.0,71.605974364123
home,48.27,F,Fordoche,LA,1178,Community education officer,0,13,69,0,6170711.0,100.34500789333849
gas_transport,64.04,M,Woodville,AL,3395,"Editor, commissioning",0,6,41,1,24513956.0,29.58548546644357
shopping_net,6.66,F,Jermyn,PA,6508,Training and development officer,0,20,39,0,-22931159.0,67.13206924187035
shopping_pos,146.88,M,Lolita,TX,911,Archaeologist,0,2,50,1,623460.0,132.47296523546737
food_dining,69.67,M,Southfield,MI,75830,"Engineer, automotive",0,13,45,0,10323170.0,36.39997501955761
gas_transport,63.67,F,Paradise Valley,AZ,17047,Building surveyor,0,11,85,0,-17806027.0,53.01412705438957
grocery_pos,302.28,F,Ranier,MN,136,Ceramics designer,1,1,20,1,-4183524.0,27.120475118075486
gas_transport,59.4,F,Mount Morris,NY,4895,Acupuncturist,0,11,61,0,-6442668.0,109.1078214486232
misc_net,743.22,M,Glade Spring,VA,5657,Clinical psychologist,1,1,33,1,44632790.0,87.91342474823269
shopping_net,1050.01,M,Ironton,OH,21635,Geochemist,1,23,18,1,-44591289.0,99.83147504736489
entertainment,3.21,M,Greenwich,NJ,804,Insurance risk surveyor,0,23,55,1,25919546.0,84.82737798042884
home,49.57,F,Mobile,AL,270712,"Surveyor, land/geomatics",0,20,48,0,-10896691.0,70.75101437787286
home,63.04,M,Grand Bay,AL,15647,Armed forces logistics/support/administrative officer,0,13,72,0,-2098292.0,37.50781383009513
shopping_net,1145.78,F,Louisville,KY,736284,"Education officer, museum",1,23,58,1,-2902450.0,51.45659320844908
health_fitness,142.83,F,Issaquah,WA,50489,Osteopath,0,23,36,1,28168693.0,72.56541012973074
